actor_id,label
59765200,Human
75433959,Bot
74814336,Human
46838874,Human
34854165,Human
78034891,Bot
7221389,Human
12148373,Human
22429695,Bot
68799469,Human
79414145,Bot
40737538,Human
27426792,Human
45287301,Human
8030069,Human
60442490,Human
46691165,Human
21034047,Human
94155176,Bot
7664655,Human
22233835,Human
20407524,Bot
30164659,Bot
34748927,Human
779321,Human
49695357,Bot
32113157,Human
211358,Human
2009948,Human
1676445,Human
10757154,Human
68613938,Human
57860916,Human
2182,Human
64729760,Bot
4343808,Human
44651202,Bot
10804999,Human
1140167,Human
61254497,Bot
53513,Human
8900205,Human
4406153,Human
30189218,Bot
74659618,Human
2378389,Human
807508,Human
42973632,Bot
17505625,Human
36466523,Bot
694745,Human
209139,Bot
6070939,Human
43144390,Bot
248741,Human
68631244,Human
53056553,Bot
21015829,Bot
4067300,Human
15467072,Bot
3625160,Human
14788991,Human
33251702,Human
49764102,Human
6948709,Bot
26602940,Human
21261222,Human
79381923,Bot
15837671,Bot
61961028,Human
62694369,Bot
51384143,Bot
68455785,Human
7077164,Human
58020879,Bot
37886,Human
73116608,Bot
12754677,Human
46637781,Human
67127154,Human
10992695,Human
37929162,Bot
26013935,Human
11803153,Human
12064158,Human
86326399,Human
49659427,Bot
736001,Bot
129272,Human
63246200,Human
47351025,Human
14373068,Human
19616653,Human
313494,Human
7554352,Human
9762652,Human
926513,Human
973860,Human
3379460,Human
76908410,Bot
6157049,Human
1507158,Human
7828365,Human
82778544,Human
41213312,Bot
50640090,Human
25160789,Human
65137116,Human
57198942,Human
72751432,Bot
9742568,Bot
13864484,Human
21592,Human
60106112,Human
69431456,Human
10195800,Human
113001,Human
29708070,Human
12242590,Human
14380972,Human
57292142,Human
53356347,Bot
63485082,Human
12479470,Human
476013,Human
4595135,Human
78982,Human
54246291,Human
43336896,Bot
55858104,Bot
193136,Human
209374,Human
16981248,Human
4971414,Human
39223861,Human
37431235,Human
58761920,Human
6102858,Bot
16837285,Bot
52951923,Bot
40620903,Human
86325950,Bot
34882892,Bot
1634252,Human
58698531,Human
7042,Human
58045821,Human
74306126,Human
19201447,Human
63355234,Bot
46893889,Human
6508,Human
346907,Human
20123683,Human
4933,Human
75068438,Bot
5984479,Human
6422482,Bot
5781547,Human
25986782,Human
86326137,Bot
5184102,Bot
54780737,Human
82717856,Human
64984008,Human
25397800,Human
43336822,Bot
280212,Human
48457681,Human
5726,Human
50523262,Human
69833949,Human
17919858,Human
60985269,Human
49032,Human
56113566,Human
35927536,Human
45554944,Human
17703670,Human
1121362,Human
15202793,Human
49458323,Human
39689386,Bot
814471,Human
82715592,Human
46904574,Bot
6010774,Human
44709815,Bot
48118242,Human
9733856,Human
24755510,Human
2390260,Human
20707603,Human
227261,Human
36231209,Bot
70956405,Human
1036561,Human
18567580,Bot
68580920,Human
7548378,Human
68820538,Human
64878874,Human
220864,Human
29735669,Human
10810421,Human
3375968,Bot
16867443,Human
61106285,Human
92114575,Bot
53823544,Human
60674295,Human
368084,Human
46053893,Human
36441664,Human
32226909,Human
254647,Human
56469371,Bot
26551020,Human
19328147,Bot
2719629,Human
1926585,Human
15520314,Human
6620091,Human
82299066,Bot
4718607,Human
1993032,Human
8108735,Bot
45966964,Human
4031291,Bot
17809581,Human
91878298,Human
1686843,Human
1551593,Human
54940324,Bot
51695571,Human
2770146,Human
844343,Human
2228672,Human
9448959,Bot
3119428,Human
49419645,Bot
25687724,Bot
20700669,Human
23646532,Human
19258,Human
71154457,Human
71242396,Bot
5048516,Human
3874064,Human
116385,Human
1556794,Human
86369174,Bot
29491781,Human
43080478,Bot
24424871,Human
79050917,Human
52870424,Human
15893131,Bot
13532591,Human
33099090,Human
578310,Human
1497628,Human
10933561,Human
50728904,Human
80542304,Human
18283033,Human
4398246,Human
43352940,Human
52198440,Bot
620768,Human
18592035,Human
33018532,Human
35190819,Human
158150,Human
509220,Human
4807083,Human
461711,Human
11812946,Human
43691873,Human
41809,Human
13213802,Human
465279,Human
94144367,Bot
55352601,Human
31474567,Human
4170616,Bot
43030857,Human
6868147,Human
22237570,Human
3077884,Human
61076533,Bot
996983,Human
49736102,Bot
1765418,Human
63198135,Bot
25566498,Human
83668334,Bot
47618415,Human
4289625,Human
24176136,Human
872612,Human
5420529,Human
152281,Human
62626583,Human
526307,Human
12268675,Human
57364268,Bot
10550807,Human
9095191,Human
8732845,Human
43480880,Bot
59577,Human
58536023,Human
1690993,Human
51449285,Human
84385465,Human
1763949,Human
18440794,Human
3490170,Bot
23524935,Human
75331162,Human
37854986,Bot
4923335,Human
71041607,Human
31466760,Human
34622776,Human
227713,Human
73383951,Human
71036629,Human
8851122,Human
37855015,Bot
31853855,Human
9217533,Human
60452960,Human
37626415,Bot
29136904,Human
273266,Human
77021077,Bot
56601352,Human
79088220,Bot
992878,Human
20963210,Bot
52199148,Bot
22308288,Human
3895341,Bot
26586327,Bot
7299249,Human
72009413,Human
31047340,Bot
2544838,Human
31677740,Bot
60386806,Bot
775050,Human
4681584,Human
2182307,Human
57463719,Bot
41968677,Bot
53064849,Bot
74184545,Human
1551911,Human
42293979,Human
8606919,Human
2005841,Human
17727163,Human
6032561,Human
21219146,Human
20937011,Human
62436772,Human
42748379,Bot
348496,Human
6481596,Human
2606959,Human
3027310,Human
9423774,Human
2960492,Human
46681084,Human
36771401,Bot
31901150,Bot
79102,Human
16718781,Bot
46564150,Bot
24581081,Human
7117978,Human
13301940,Human
40892567,Human
75001577,Human
17950965,Human
25311884,Bot
47790158,Human
63493438,Bot
39779558,Bot
500,Human
6727250,Human
20389726,Human
6537332,Human
565661,Human
27112484,Bot
12696650,Human
3974108,Human
53064568,Human
3190488,Human
37334640,Human
60662775,Human
37855124,Bot
2354108,Bot
6771947,Human
12948692,Human
46231,Human
432127,Human
144884,Human
34349915,Human
8349537,Human
39011611,Human
4980711,Human
36490558,Bot
5635476,Human
5668787,Human
54081388,Bot
5633066,Human
3222928,Human
76961798,Bot
16214023,Human
49693820,Human
1265995,Bot
33906690,Bot
30606887,Bot
18677354,Human
119164,Human
26440463,Bot
1512021,Human
89770411,Bot
55310213,Human
5209952,Human
49127376,Human
4198115,Human
51391473,Human
26342317,Human
35768171,Human
22779605,Bot
7128721,Human
8862693,Bot
21194285,Human
41993974,Bot
30045531,Human
72028011,Human
7223028,Human
1779249,Bot
4790,Human
71083854,Bot
1385770,Human
21261007,Human
22067021,Human
174662,Human
295709,Human
11542693,Human
738765,Human
40244233,Human
12393718,Human
40143,Human
666683,Human
85256266,Human
71294927,Human
54860867,Human
65395387,Human
866677,Human
10359577,Human
45374034,Human
6761856,Human
180551,Human
25694730,Human
12143653,Human
37855075,Bot
13489381,Human
72609355,Human
26112239,Human
2604887,Human
4427160,Human
56610014,Bot
249779,Human
909222,Human
1539046,Human
63261637,Human
7762949,Human
74506764,Bot
22807629,Human
18018452,Human
53905247,Human
46801700,Human
89894075,Human
25559053,Human
1183,Human
32149596,Human
1134,Human
75508020,Human
34695204,Human
56873669,Human
22865991,Human
468751,Human
495429,Human
465629,Human
4984825,Human
8124021,Human
2046846,Human
4298407,Human
417981,Human
55560129,Human
10775043,Human
7897760,Human
5365358,Human
67733299,Bot
622699,Human
285797,Human
108653,Human
6315466,Human
12432488,Bot
54665036,Human
2349470,Human
1908873,Human
9613701,Human
955033,Human
18333116,Bot
2114189,Human
2174564,Human
215030,Human
26566442,Human
45343541,Human
1676121,Human
1304918,Human
46776329,Human
58249729,Human
68746461,Human
7645362,Human
32812891,Human
59910950,Human
74645302,Human
8975114,Human
62093618,Human
18662871,Human
21175639,Human
215702,Human
54082712,Bot
62978449,Human
2322354,Human
7167300,Human
3968443,Human
42625018,Human
66550865,Human
36558508,Human
47642099,Human
4038041,Human
3199183,Human
14831261,Human
2128464,Human
22739822,Human
654902,Human
6974902,Human
3380016,Human
32544373,Human
129737,Human
13323303,Human
7675847,Human
26118465,Human
31324,Bot
42296182,Human
6550035,Human
10861600,Bot
8050853,Human
22508290,Human
187848,Human
36027403,Human
28524381,Bot
15524035,Human
6806011,Human
62853952,Human
63473496,Human
63029101,Bot
1755362,Human
376455,Human
7872329,Human
3468483,Human
54312959,Human
76584243,Human
1907413,Human
303487,Human
4563792,Human
52682268,Bot
63816999,Bot
1542409,Human
78213164,Human
84067571,Human
6706544,Human
1936895,Human
2315673,Human
54591257,Human
66651997,Human
8864000,Bot
12817816,Human
4971975,Human
16985475,Human
44570539,Human
21358010,Human
1317792,Human
845983,Human
15823519,Bot
73139402,Bot
20194490,Human
23625821,Human
11766139,Human
352441,Human
37937762,Human
1408600,Human
29553947,Bot
45637986,Human
78701779,Human
55827009,Human
6594915,Human
1460122,Human
68362169,Human
4687791,Human
3914230,Human
51150235,Bot
831648,Human
59071,Human
9455094,Human
9286933,Human
17270325,Bot
8751635,Human
51506086,Bot
472311,Human
13859395,Human
7804791,Human
79815764,Human
18269707,Human
49533950,Human
987136,Human
21292037,Human
35702532,Human
48600411,Bot
53217558,Human
5799331,Human
3598852,Human
19857467,Human
36754821,Bot
65553080,Bot
3002344,Human
505046,Human
76971465,Human
12678528,Human
13513812,Human
22216761,Human
40526986,Human
31410839,Human
395641,Human
271966,Human
20182680,Human
82119979,Human
434655,Human
25405787,Bot
48117473,Human
22001478,Human
11571300,Bot
17916609,Human
16418547,Human
6377684,Human
845552,Human
66076021,Human
21308003,Human
61630653,Human
234708,Human
121129,Human
54043106,Human
7855765,Human
1122389,Human
63282184,Human
20305734,Human
61279246,Human
3599813,Human
6766851,Human
351553,Human
25178594,Human
10153298,Bot
516118,Human
278988,Human
2159629,Bot
66250972,Human
81188,Human
3713580,Human
48654350,Human
93940821,Human
1957806,Human
59826753,Human
24736507,Human
5551758,Human
28789723,Human
77425744,Human
75058881,Human
42699471,Human
88904,Human
25494577,Human
20694532,Human
26888375,Human
16906199,Human
37012961,Human
69001827,Bot
24516654,Human
20234,Human
120810,Human
12854129,Human
61319150,Human
17502689,Human
413772,Human
55404786,Human
2594236,Human
7195563,Human
68724349,Human
12075600,Human
70960898,Human
335541,Human
20752424,Human
3849072,Human
4021595,Human
38477514,Human
6112010,Human
22045163,Human
39034242,Human
3538226,Human
16936,Human
15659410,Human
4312414,Human
64969005,Human
1799054,Human
14037268,Human
920512,Human
46193371,Human
10329648,Human
32783916,Human
48603081,Human
21693654,Bot
43588962,Human
50598611,Human
7945706,Human
13176361,Human
9994529,Human
51362316,Human
24732563,Human
3030003,Human
33806646,Human
30500175,Human
10523218,Human
61765381,Human
19979279,Bot
9317857,Human
56016372,Human
1372918,Human
4258778,Human
29749331,Human
9460939,Human
26720499,Bot
9265252,Human
63709820,Human
66074607,Human
65845077,Human
27495990,Bot
265630,Human
45324641,Human
42042535,Bot
70376,Human
755842,Human
16844216,Human
3188890,Human
4331184,Human
35607980,Bot
14330603,Bot
50034602,Human
39601801,Human
73152,Human
25516241,Human
1240270,Human
4987327,Human
6177433,Human
69329190,Human
52562448,Bot
70672236,Human
3165635,Human
30351955,Bot
59104634,Human
2217102,Human
18407643,Human
14105827,Human
22769314,Human
1086317,Human
27334172,Bot
4344253,Human
51863389,Human
11355520,Human
18445932,Bot
71743241,Human
1751238,Human
7192338,Human
33176108,Human
28299531,Human
29734292,Human
73771796,Human
75124422,Human
13461315,Human
1405026,Human
19366641,Human
53030124,Bot
35545007,Human
26427004,Human
4024711,Human
9993,Human
1128876,Human
19530785,Human
3286652,Human
10202888,Human
555154,Human
444071,Human
12776547,Human
47187177,Human
372735,Human
1413534,Human
4395417,Human
24444246,Bot
606594,Human
29811106,Human
70013567,Human
14061824,Human
37411558,Bot
2552837,Human
46508035,Human
639900,Human
6111424,Human
26144289,Human
50554310,Bot
8220938,Human
43237426,Bot
221582,Human
70930322,Human
3665167,Human
65603201,Bot
7756211,Human
70461117,Human
44103947,Human
60074297,Human
54374648,Human
44160838,Human
21327264,Human
7685462,Human
1120596,Human
25270127,Human
1904967,Human
8757169,Human
2212006,Human
1966555,Human
17143038,Human
2065352,Human
33057997,Human
21292343,Human
5502029,Human
67918504,Bot
1254693,Bot
66223664,Human
3300381,Human
1687918,Human
59682018,Human
54890287,Human
54004431,Human
681390,Human
9073706,Human
2806645,Human
5239883,Human
18604620,Human
16150887,Human
624195,Human
23242101,Human
58790750,Human
25089914,Human
3837437,Human
36676045,Human
7426149,Human
27117322,Human
36554050,Human
29442812,Human
46922385,Human
66930949,Bot
57676739,Bot
31984694,Human
10090014,Human
54048360,Human
55693772,Human
1673303,Human
13562139,Human
35673267,Human
13561988,Bot
102575,Human
16266103,Human
1728490,Human
79846533,Human
3003404,Human
34317373,Human
784742,Human
1256531,Human
29026887,Human
37890026,Human
1795691,Human
10425218,Human
40923967,Bot
2342687,Human
8488446,Human
658691,Bot
12472917,Human
4754931,Human
40847847,Human
22409868,Human
10203229,Human
25312957,Human
69195262,Human
1223135,Human
54113654,Human
10372036,Human
111974,Human
12577557,Human
2749938,Human
59517351,Human
1923070,Human
88939244,Human
6270979,Bot
858731,Human
43178667,Human
65933340,Human
56637531,Human
16417047,Human
25324935,Human
7074,Human
16887772,Human
26486200,Human
1369626,Human
76828314,Human
15110018,Human
82361606,Human
2393905,Human
70539478,Human
1932513,Human
29687537,Human
8736538,Bot
53092121,Human
50591376,Human
41145062,Human
13087646,Human
56650223,Human
6926057,Human
128885,Human
54863671,Bot
175206,Human
596721,Human
2902714,Human
65717387,Human
51877647,Human
89950,Human
4399718,Human
50817549,Human
6919743,Human
31079468,Bot
29850,Human
80242553,Human
17834419,Bot
1057973,Human
2496460,Human
24311286,Human
5064110,Human
145119,Human
13289271,Human
6970676,Human
542335,Human
4138939,Human
5487042,Human
4673969,Human
17647951,Human
28546240,Bot
580672,Human
33176053,Human
26909696,Human
14910534,Human
68531283,Bot
7205296,Human
4970972,Human
57409060,Human
41567007,Human
72392272,Human
10785634,Human
12974760,Human
11488886,Human
40173707,Human
8718109,Human
64362443,Human
4430709,Human
30315706,Human
62039782,Bot
57483,Human
53512883,Human
13373613,Human
59060246,Human
59970525,Human
6756943,Human
1802104,Human
60162190,Bot
802203,Human
4742354,Human
7300483,Human
25250668,Human
6104981,Human
3900482,Human
6468571,Human
47151780,Human
5324818,Human
2733860,Human
25115070,Human
945228,Human
17888388,Human
4097841,Human
73069040,Human
409321,Human
12189888,Human
6209460,Human
2879023,Human
69485115,Human
6361930,Human
1067024,Human
1829671,Human
49108305,Human
42518259,Human
73899586,Human
4833765,Human
2130,Human
79355,Human
1704556,Human
65407488,Human
43508353,Human
55766834,Human
72365,Human
644092,Human
33203301,Human
18402838,Human
39924567,Human
2658545,Human
61322661,Human
36858951,Human
20080233,Human
61115800,Human
1006347,Bot
5048814,Human
119884,Human
30732788,Bot
26524467,Human
30377676,Human
20274488,Human
18352271,Human
17326228,Human
6514980,Human
1812771,Human
353360,Human
47433925,Bot
12465465,Human
3909186,Human
207405,Human
50248166,Human
57531197,Human
69588470,Bot
5522128,Human
62114487,Human
102141,Human
12808424,Human
21153327,Human
763609,Human
60277618,Human
957468,Human
264346,Human
1982263,Human
1146263,Human
37820187,Bot
70172309,Human
317464,Human
36074895,Bot
13856531,Human
3269798,Human
5689864,Human
21211439,Human
47647,Human
3362563,Human
16560457,Human
88313112,Human
63246935,Human
8619940,Human
22577866,Human
20726856,Human
17777237,Human
6225961,Human
63636347,Human
77013538,Human
26866873,Human
2838819,Human
21187699,Human
52464204,Human
15028025,Human
5954907,Human
59587260,Human
42161560,Human
47040946,Bot
8278033,Human
77518716,Human
62923178,Human
8784712,Human
16092291,Human
2672098,Human
574281,Human
63000004,Human
76880977,Human
2569835,Human
11408659,Human
80098736,Human
334425,Human
16692560,Human
3767331,Human
1836384,Human
1137546,Human
7192832,Human
831867,Human
2882739,Human
7985502,Human
39937150,Human
6234038,Human
8005416,Human
28751745,Human
52684582,Human
45217974,Human
8701731,Human
1344008,Human
33322735,Bot
237487,Human
628431,Human
82953136,Human
34295,Human
12387510,Bot
74899441,Human
37350809,Bot
65190431,Human
38597469,Human
25224986,Human
85645967,Human
70988597,Human
6054733,Human
43684271,Human
917931,Human
23639164,Human
19314578,Human
44304306,Human
9666939,Human
147092,Human
3615859,Human
2855662,Human
16208742,Human
67141555,Human
62120345,Bot
53794883,Human
24903211,Human
18704819,Human
8322751,Human
86324825,Bot
10052470,Human
64056131,Human
32802713,Human
5284154,Human
82658782,Human
45370463,Bot
13738432,Human
300048,Human
3748903,Human
28243942,Human
4354057,Human
66882633,Human
1867845,Human
31969517,Human
11233730,Human
42390046,Bot
198693,Human
280787,Human
766574,Bot
36425901,Human
61807,Human
77466803,Bot
5138348,Human
13402666,Human
25161793,Human
14852019,Human
29277048,Human
33589210,Bot
74767115,Human
1847343,Human
65761570,Bot
51332022,Human
28159383,Bot
372590,Human
53606356,Human
10594555,Human
50125301,Human
79281244,Human
35276741,Human
3406519,Human
30214981,Human
200365,Human
59612379,Human
9679103,Human
3064145,Human
16046346,Human
2827759,Human
42216911,Human
59894025,Human
40893967,Bot
659086,Human
85299944,Human
6098219,Human
61441606,Human
50754,Human
67959015,Human
681195,Human
10295525,Human
1926457,Human
447801,Human
151346,Human
49539636,Human
2410127,Human
16943720,Human
10901756,Human
32848922,Human
4154978,Human
89049,Human
19491443,Human
18818196,Human
30784592,Human
50152498,Human
287213,Human
833911,Human
3309670,Human
3609003,Human
689269,Human
18155369,Bot
56261244,Human
9220323,Human
12267324,Human
890133,Human
400092,Human
66762638,Human
24697284,Human
71379294,Bot
67342040,Human
10201242,Human
8466666,Human
3999494,Human
1379109,Human
4046493,Human
53964426,Human
34207400,Human
273592,Human
5317234,Human
921555,Human
660288,Human
52661397,Human
56479665,Human
6301735,Human
1569932,Human
1663507,Human
9379950,Human
68466727,Human
7835911,Human
39032,Bot
5336,Human
7014619,Human
11770181,Human
67804607,Human
65918,Human
53823126,Human
23526893,Bot
65015572,Human
31152582,Human
43621845,Human
796136,Human
40216934,Human
1701904,Human
2943605,Human
46958050,Human
127695,Human
33847686,Human
76863199,Human
26602665,Bot
4661889,Human
77359364,Human
5500713,Human
56100,Human
44692189,Human
1719482,Human
5194569,Human
13050560,Human
13918954,Human
1494193,Human
45373783,Human
88995137,Human
3736990,Human
12933197,Human
450800,Human
30837315,Human
323497,Human
35812734,Human
7045099,Human
2664797,Human
4957653,Human
200560,Human
38246728,Human
50341827,Human
17335452,Human
56883303,Human
16944030,Bot
53313357,Human
349621,Human
499966,Human
8530623,Human
11502495,Human
1544943,Human
8025744,Human
1103398,Human
4423709,Human
9419801,Human
1235378,Human
9959761,Human
32335723,Human
23042052,Bot
16928,Human
12184325,Human
15240080,Human
81999976,Human
3392497,Human
43602702,Bot
70860732,Human
6355099,Human
10582112,Bot
334257,Human
52637275,Human
37623,Human
34738376,Human
52257742,Human
1369554,Human
1928515,Human
16159590,Human
2659770,Human
89356961,Human
77641,Human
8965202,Human
4662360,Human
7806257,Bot
52086618,Human
55852648,Bot
6249654,Human
7123498,Human
163066,Bot
304904,Human
13423344,Human
4744941,Human
69813558,Human
22454918,Human
7378925,Bot
10261133,Human
35585791,Human
10776251,Human
36084950,Human
16559,Human
3801502,Human
10151,Human
6043012,Human
52834046,Human
23314389,Human
43336371,Human
79897301,Human
40266137,Bot
62156882,Human
2683676,Human
3440437,Human
16345849,Human
2642209,Human
42867097,Human
47012416,Human
36541154,Human
34168,Human
79476,Human
6217088,Human
48232362,Human
37337818,Human
22749208,Bot
12514731,Human
11229627,Human
14542386,Bot
983494,Human
755472,Human
6554782,Human
42906,Human
295554,Bot
7444140,Human
40125985,Human
9897945,Human
15309877,Human
1660388,Human
1573213,Human
6482990,Human
2382124,Human
37058192,Human
25013382,Human
20790609,Human
12139798,Human
60315450,Human
14117802,Human
39830572,Human
6290749,Human
27920906,Human
57158078,Human
12746779,Human
4524874,Human
7499938,Human
1708494,Human
2732303,Human
16217777,Human
6917790,Human
67333557,Human
58596630,Bot
56938752,Human
17042885,Human
42650045,Human
8439581,Human
32328362,Bot
73286100,Human
32623301,Human
16510738,Human
8433465,Human
58983587,Bot
34588,Human
78837537,Human
854520,Human
1781070,Human
390105,Human
645812,Human
47222911,Bot
1315170,Human
14352721,Human
14099737,Human
3473266,Bot
61691813,Human
4056757,Human
50764666,Human
6035934,Human
70350956,Human
46743201,Bot
75963100,Human
86145099,Human
59249785,Human
63215848,Human
19297776,Bot
550409,Human
2963726,Human
176810,Human
20243226,Human
722923,Human
32796616,Human
11840,Human
13203488,Human
68219924,Human
25092264,Human
179534,Human
76888457,Human
7910815,Human
7589338,Human
2715254,Human
8019486,Human
35577657,Human
44850638,Bot
42320170,Human
6362141,Human
3756895,Human
9958621,Human
7727602,Human
19553237,Human
64123634,Bot
36214903,Human
9479903,Human
1622597,Human
66518355,Human
7806504,Human
4374975,Human
25156451,Human
156888,Human
18010545,Human
60917834,Human
7868679,Human
50222267,Human
88513897,Human
801853,Human
9848926,Human
11063859,Bot
24593911,Bot
58164147,Human
56595114,Human
154748,Human
280571,Human
1404881,Human
43554145,Human
33956696,Human
2299951,Human
1944941,Human
3381789,Human
5663877,Human
87769266,Human
6799467,Human
42204099,Human
861868,Human
12132898,Human
315852,Human
87151047,Bot
4283702,Human
6585283,Bot
64657714,Human
52847440,Human
4887830,Human
12234745,Human
40762178,Human
11719845,Human
1868936,Human
24925828,Human
25158820,Human
12989489,Human
74764072,Human
8183814,Human
70640349,Human
84011566,Human
1464705,Human
587518,Human
5019528,Human
56403804,Bot
26696353,Human
24264157,Human
18453087,Human
3347530,Human
8116930,Human
3468624,Human
23303044,Human
6668460,Human
13262095,Human
80580,Human
394081,Human
23556834,Human
68428270,Human
902384,Human
16336501,Human
615952,Bot
26538619,Human
59287916,Human
79372956,Human
635121,Human
35983235,Human
1489660,Human
1714486,Human
29142494,Human
75054445,Human
32199845,Human
1612261,Human
32841130,Human
32837941,Human
75027050,Human
51193876,Human
10758568,Human
83053288,Human
37853180,Human
10335022,Human
17752692,Human
73691586,Human
77558710,Human
10853209,Human
74730128,Human
42060877,Human
69629,Human
5042883,Human
396972,Human
15795328,Human
280924,Human
13010913,Human
3427324,Human
8492901,Human
18101289,Human
1716488,Human
12849568,Human
20892803,Human
628342,Human
28099824,Human
72159,Human
37775,Human
6271256,Human
87313073,Human
28570325,Human
5534781,Human
24776272,Human
13527840,Human
24757020,Human
630936,Human
7205864,Human
5007456,Human
23035000,Human
3172245,Human
28942857,Human
5827962,Human
3072861,Human
73658284,Human
1926584,Human
920729,Human
18369201,Human
23310673,Human
22010258,Human
178424,Human
21034820,Human
31573086,Human
42429413,Human
660812,Human
842975,Human
23132741,Human
643461,Human
4113649,Human
662023,Human
32250619,Human
36458596,Human
36883541,Human
2368139,Human
55899215,Human
59304891,Human
243674,Human
5738285,Human
19685643,Human
10428333,Human
2523575,Human
7769444,Bot
7587318,Human
84456564,Human
3359418,Human
58114641,Human
71373838,Human
60021972,Human
6758381,Human
59611597,Human
33742097,Human
30778939,Human
662377,Human
76006232,Human
63790625,Bot
29628323,Human
33953936,Human
47586280,Bot
1492164,Human
67919234,Human
45915502,Human
26395662,Human
1876302,Human
71495456,Human
11280312,Human
30733101,Bot
14065903,Human
71661414,Human
5200974,Human
2890570,Human
11719673,Human
5728044,Human
8098544,Human
2607019,Human
26020263,Human
10166935,Human
3098010,Human
31777345,Human
30930862,Human
8654480,Human
10353856,Human
16973041,Human
13760,Human
762088,Human
51679138,Human
43284966,Human
1313124,Human
58670661,Human
15247171,Human
61718172,Human
741251,Human
4331331,Human
16208640,Human
6131040,Human
69306452,Human
321872,Human
1506076,Human
30514323,Human
9423618,Human
46773294,Human
35990743,Human
84765720,Human
8992878,Human
8205034,Human
3055514,Human
58418919,Human
12059343,Human
5865598,Human
45600330,Human
17414243,Human
1516762,Human
15153901,Human
1589186,Bot
3069065,Human
87955,Human
7299303,Human
4464295,Human
68165621,Human
22536765,Human
11439355,Human
2000835,Human
5847709,Human
3018448,Human
1142830,Human
1269602,Human
8000047,Human
610090,Human
4025665,Human
